Date,HomeTeam,AwayTeam,HomeGoals,AwayGoals,Result,HomeShots,AwayShots,HomeShotsTarget,AwayShotsTarget,OddsHome,OddsDraw,OddsAway,Season,League,LeagueCode
27/02/2021,Dortmund,Bielefeld,3,0,H,20,8,9,2,1.18,7.0,15.0,2020-21,Bundesliga,D1
27/02/2021,Stuttgart,Schalke 04,5,1,H,19,11,10,5,1.45,4.5,6.5,2020-21,Bundesliga,D1
27/02/2021,Wolfsburg,Hertha,2,0,H,11,7,2,2,1.7,4.0,4.75,2020-21,Bundesliga,D1
27/02/2021,RB Leipzig,M'gladbach,3,2,H,21,5,11,2,1.6,4.2,5.25,2020-21,Bundesliga,D1
28/02/2021,Union Berlin,Hoffenheim,1,1,D,4,15,1,4,2.37,3.5,2.9,2020-21,Bundesliga,D1
28/02/2021,Mainz,Augsburg,0,1,A,10,8,5,3,2.0,3.6,3.6,2020-21,Bundesliga,D1
28/02/2021,Leverkusen,Freiburg,1,2,A,21,6,5,3,1.8,3.6,4.5,2020-21,Bundesliga,D1
05/03/2021,Schalke 04,Mainz,0,0,D,2,19,2,2,3.6,3.6,2.0,2020-21,Bundesliga,D1
06/03/2021,Ein Frankfurt,Stuttgart,1,1,D,19,8,8,1,1.95,3.75,3.75,2020-21,Bundesliga,D1
06/03/2021,Freiburg,RB Leipzig,0,3,A,5,13,1,8,5.0,4.0,1.66,2020-21,Bundesliga,D1
06/03/2021,Hertha,Augsburg,2,1,H,17,7,7,4,1.9,3.5,4.1,2020-21,Bundesliga,D1
06/03/2021,Hoffenheim,Wolfsburg,2,1,H,9,17,4,5,2.9,3.4,2.4,2020-21,Bundesliga,D1
06/03/2021,M'gladbach,Leverkusen,0,1,A,7,13,3,5,2.55,3.6,2.6,2020-21,Bundesliga,D1
06/03/2021,Bayern Munich,Dortmund,4,2,H,25,4,9,3,1.65,4.5,4.5,2020-21,Bundesliga,D1
07/03/2021,FC Koln,Werder Bremen,1,1,D,16,11,4,5,2.9,3.25,2.5,2020-21,Bundesliga,D1
07/03/2021,Bielefeld,Union Berlin,0,0,D,5,7,3,3,4.0,3.5,1.9,2020-21,Bundesliga,D1
10/03/2021,Bielefeld,Werder Bremen,0,2,A,22,5,7,2,3.3,3.3,2.2,2020-21,Bundesliga,D1
12/03/2021,Augsburg,M'gladbach,3,1,H,10,28,3,7,4.0,3.8,1.85,2020-21,Bundesliga,D1
13/03/2021,Mainz,Freiburg,1,0,H,10,13,7,3,2.55,3.5,2.62,2020-21,Bundesliga,D1
13/03/2021,Union Berlin,FC Koln,2,1,H,13,9,8,5,1.9,3.5,4.2,2020-21,Bundesliga,D1
13/03/2021,Werder Bremen,Bayern Munich,1,3,A,9,22,4,6,10.0,6.5,1.25,2020-21,Bundesliga,D1
13/03/2021,Wolfsburg,Schalke 04,5,0,H,16,7,7,2,1.33,5.25,9.0,2020-21,Bundesliga,D1
13/03/2021,Dortmund,Hertha,2,0,H,14,4,4,0,1.5,4.5,6.0,2020-21,Bundesliga,D1
14/03/2021,Leverkusen,Bielefeld,1,2,A,20,10,8,5,1.36,4.75,9.0,2020-21,Bundesliga,D1
14/03/2021,RB Leipzig,Ein Frankfurt,1,1,D,14,5,8,2,1.8,3.8,4.2,2020-21,Bundesliga,D1
14/03/2021,Stuttgart,Hoffenheim,2,0,H,7,16,4,5,2.45,3.6,2.7,2020-21,Bundesliga,D1
19/03/2021,Bielefeld,RB Leipzig,0,1,A,5,20,0,8,9.0,4.75,1.33,2020-21,Bundesliga,D1
20/03/2021,Bayern Munich,Stuttgart,4,0,H,15,12,7,4,1.2,7.0,11.0,2020-21,Bundesliga,D1
20/03/2021,Ein Frankfurt,Union Berlin,5,2,H,9,24,5,8,1.85,4.0,3.8,2020-21,Bundesliga,D1
20/03/2021,FC Koln,Dortmund,2,2,D,10,13,2,4,8.0,4.75,1.4,2020-21,Bundesliga,D1
20/03/2021,Werder Bremen,Wolfsburg,1,2,A,11,16,4,5,4.5,3.6,1.8,2020-21,Bundesliga,D1
20/03/2021,Schalke 04,M'gladbach,0,3,A,4,21,1,7,7.5,4.5,1.44,2020-21,Bundesliga,D1
21/03/2021,Hoffenheim,Mainz,1,2,A,8,16,2,7,1.9,3.75,3.8,2020-21,Bundesliga,D1
21/03/2021,Hertha,Leverkusen,3,0,H,13,9,10,1,3.4,3.6,2.05,2020-21,Bundesliga,D1
21/03/2021,Freiburg,Augsburg,2,0,H,10,19,3,8,1.95,3.4,4.0,2020-21,Bundesliga,D1
03/04/2021,Augsburg,Hoffenheim,2,1,H,7,16,2,6,3.6,3.8,1.9,2020-21,Bundesliga,D1
03/04/2021,Dortmund,Ein Frankfurt,1,2,A,20,15,7,3,1.72,4.2,4.2,2020-21,Bundesliga,D1
03/04/2021,Leverkusen,Schalke 04,2,1,H,6,4,2,2,1.22,6.5,12.0,2020-21,Bundesliga,D1
03/04/2021,Mainz,Bielefeld,1,1,D,12,9,5,2,1.72,3.6,4.75,2020-21,Bundesliga,D1
03/04/2021,Wolfsburg,FC Koln,1,0,H,13,10,6,1,1.5,4.33,6.0,2020-21,Bundesliga,D1
03/04/2021,RB Leipzig,Bayern Munich,0,1,A,13,9,3,5,2.7,3.8,2.37,2020-21,Bundesliga,D1
03/04/2021,M'gladbach,Freiburg,2,1,H,19,7,5,4,1.75,4.0,4.1,2020-21,Bundesliga,D1
04/04/2021,Stuttgart,Werder Bremen,1,0,H,14,9,3,2,1.9,3.6,4.0,2020-21,Bundesliga,D1
04/04/2021,Union Berlin,Hertha,1,1,D,11,4,3,1,2.4,3.3,2.87,2020-21,Bundesliga,D1
09/04/2021,Bielefeld,Freiburg,1,0,H,14,10,4,2,2.87,3.3,2.45,2020-21,Bundesliga,D1
10/04/2021,Bayern Munich,Union Berlin,1,1,D,14,6,2,2,1.44,4.75,6.5,2020-21,Bundesliga,D1
10/04/2021,Ein Frankfurt,Wolfsburg,4,3,H,9,20,5,7,2.37,3.5,2.9,2020-21,Bundesliga,D1
10/04/2021,Hertha,M'gladbach,2,2,D,24,7,8,4,3.2,3.5,2.2,2020-21,Bundesliga,D1
10/04/2021,Werder Bremen,RB Leipzig,1,4,A,11,8,2,4,8.0,4.75,1.4,2020-21,Bundesliga,D1
10/04/2021,Stuttgart,Dortmund,2,3,A,13,18,3,7,4.0,3.8,1.83,2020-21,Bundesliga,D1
11/04/2021,Schalke 04,Augsburg,1,0,H,7,13,2,4,3.2,3.4,2.25,2020-21,Bundesliga,D1
11/04/2021,FC Koln,Mainz,2,3,A,22,9,4,6,3.0,3.3,2.4,2020-21,Bundesliga,D1
12/04/2021,Hoffenheim,Leverkusen,0,0,D,2,7,0,5,2.87,3.6,2.3,2020-21,Bundesliga,D1
16/04/2021,RB Leipzig,Hoffenheim,0,0,D,14,6,2,0,1.36,5.25,7.5,2020-21,Bundesliga,D1
17/04/2021,Augsburg,Bielefeld,0,0,D,9,8,3,1,2.45,3.3,2.9,2020-21,Bundesliga,D1
17/04/2021,Freiburg,Schalke 04,4,0,H,13,4,8,2,1.65,4.2,4.75,2020-21,Bundesliga,D1
17/04/2021,M'gladbach,Ein Frankfurt,4,0,H,19,16,4,5,2.5,3.6,2.6,2020-21,Bundesliga,D1
17/04/2021,Union Berlin,Stuttgart,2,1,H,9,9,4,2,2.2,3.5,3.1,2020-21,Bundesliga,D1
17/04/2021,Wolfsburg,Bayern Munich,2,3,A,7,14,3,9,3.5,4.0,1.9,2020-21,Bundesliga,D1
17/04/2021,Leverkusen,FC Koln,3,0,H,8,14,5,2,1.61,3.9,5.5,2020-21,Bundesliga,D1
18/04/2021,Dortmund,Werder Bremen,4,1,H,19,10,9,3,1.36,5.25,7.0,2020-21,Bundesliga,D1
20/04/2021,FC Koln,RB Leipzig,2,1,H,5,23,3,6,8.0,4.75,1.4,2020-21,Bundesliga,D1
20/04/2021,Bayern Munich,Leverkusen,2,0,H,26,6,9,3,1.4,5.0,7.0,2020-21,Bundesliga,D1
20/04/2021,Bielefeld,Schalke 04,1,0,H,10,3,5,0,1.72,3.6,5.25,2020-21,Bundesliga,D1
20/04/2021,Ein Frankfurt,Augsburg,2,0,H,12,14,4,4,1.44,4.75,7.0,2020-21,Bundesliga,D1
21/04/2021,Dortmund,Union Berlin,2,0,H,21,6,11,2,1.5,4.33,6.5,2020-21,Bundesliga,D1
21/04/2021,Hoffenheim,M'gladbach,3,2,H,19,5,6,3,3.1,3.75,2.15,2020-21,Bundesliga,D1
21/04/2021,Stuttgart,Wolfsburg,1,3,A,11,13,4,4,3.4,3.8,2.0,2020-21,Bundesliga,D1
21/04/2021,Werder Bremen,Mainz,0,1,A,18,13,4,5,3.1,3.25,2.37,2020-21,Bundesliga,D1
23/04/2021,Augsburg,FC Koln,2,3,A,13,14,5,6,2.87,3.3,2.45,2020-21,Bundesliga,D1
24/04/2021,Freiburg,Hoffenheim,1,1,D,15,16,7,4,2.7,3.5,2.45,2020-21,Bundesliga,D1
24/04/2021,Mainz,Bayern Munich,2,1,H,8,17,4,4,9.0,5.5,1.3,2020-21,Bundesliga,D1
24/04/2021,Union Berlin,Werder Bremen,3,1,H,17,9,6,5,1.85,3.4,4.5,2020-21,Bundesliga,D1
24/04/2021,Wolfsburg,Dortmund,0,2,A,21,8,2,4,3.0,3.75,2.15,2020-21,Bundesliga,D1
24/04/2021,Leverkusen,Ein Frankfurt,3,1,H,18,12,10,4,2.15,3.9,2.87,2020-21,Bundesliga,D1
25/04/2021,RB Leipzig,Stuttgart,2,0,H,24,2,11,0,1.36,5.5,7.0,2020-21,Bundesliga,D1
25/04/2021,M'gladbach,Bielefeld,5,0,H,20,10,12,5,1.6,4.2,5.25,2020-21,Bundesliga,D1
03/05/2021,Mainz,Hertha,1,1,D,16,7,9,5,2.45,3.25,2.9,2020-21,Bundesliga,D1
06/05/2021,Hertha,Freiburg,3,0,H,13,15,6,4,2.0,3.5,3.6,2020-21,Bundesliga,D1
07/05/2021,Stuttgart,Augsburg,2,1,H,14,20,6,9,2.2,3.5,3.1,2020-21,Bundesliga,D1
08/05/2021,Dortmund,RB Leipzig,3,2,H,15,14,4,7,2.15,3.75,3.1,2020-21,Bundesliga,D1
08/05/2021,Hoffenheim,Schalke 04,4,2,H,20,6,12,3,1.2,7.0,13.0,2020-21,Bundesliga,D1
08/05/2021,Werder Bremen,Leverkusen,0,0,D,13,14,2,4,4.33,3.75,1.8,2020-21,Bundesliga,D1
08/05/2021,Wolfsburg,Union Berlin,3,0,H,17,9,8,1,1.75,3.75,4.75,2020-21,Bundesliga,D1
08/05/2021,Bayern Munich,M'gladbach,6,0,H,22,14,7,2,1.33,5.75,7.5,2020-21,Bundesliga,D1
09/05/2021,FC Koln,Freiburg,1,4,A,18,11,2,6,2.0,3.6,3.6,2020-21,Bundesliga,D1
09/05/2021,Ein Frankfurt,Mainz,1,1,D,14,6,4,3,1.75,4.2,4.0,2020-21,Bundesliga,D1
09/05/2021,Hertha,Bielefeld,0,0,D,11,12,4,5,1.83,3.6,4.33,2020-21,Bundesliga,D1
12/05/2021,Schalke 04,Hertha,1,2,A,12,18,1,6,7.0,4.5,1.44,2020-21,Bundesliga,D1
15/05/2021,Augsburg,Werder Bremen,2,0,H,15,16,7,5,2.45,3.25,3.0,2020-21,Bundesliga,D1
15/05/2021,Bielefeld,Hoffenheim,1,1,D,17,7,6,3,2.62,3.75,2.4,2020-21,Bundesliga,D1
15/05/2021,Freiburg,Bayern Munich,2,2,D,13,16,4,6,10.0,5.25,1.3,2020-21,Bundesliga,D1
15/05/2021,Hertha,FC Koln,0,0,D,1,11,1,3,2.5,3.4,2.8,2020-21,Bundesliga,D1
15/05/2021,Leverkusen,Union Berlin,1,1,D,9,15,4,6,1.83,3.8,3.9,2020-21,Bundesliga,D1
15/05/2021,M'gladbach,Stuttgart,1,2,A,9,11,4,7,1.6,4.5,4.75,2020-21,Bundesliga,D1
15/05/2021,Schalke 04,Ein Frankfurt,4,3,H,11,24,6,9,13.0,7.0,1.2,2020-21,Bundesliga,D1
16/05/2021,Mainz,Dortmund,1,3,A,9,13,5,4,6.0,5.0,1.44,2020-21,Bundesliga,D1
16/05/2021,RB Leipzig,Wolfsburg,2,2,D,14,12,4,4,2.1,3.5,3.4,2020-21,Bundesliga,D1
22/05/2021,Bayern Munich,Augsburg,5,2,H,24,9,13,5,1.12,9.0,17.0,2020-21,Bundesliga,D1
22/05/2021,Dortmund,Leverkusen,3,1,H,10,16,4,7,1.5,4.5,6.0,2020-21,Bundesliga,D1
22/05/2021,Ein Frankfurt,Freiburg,3,1,H,18,11,11,6,2.0,4.33,3.1,2020-21,Bundesliga,D1
22/05/2021,FC Koln,Schalke 04,1,0,H,20,7,10,1,1.33,5.5,8.5,2020-21,Bundesliga,D1
22/05/2021,Hoffenheim,Hertha,2,1,H,21,9,5,5,1.9,3.8,3.8,2020-21,Bundesliga,D1
22/05/2021,Stuttgart,Bielefeld,0,2,A,11,11,0,3,2.37,3.75,2.75,2020-21,Bundesliga,D1
22/05/2021,Union Berlin,RB Leipzig,2,1,H,11,17,5,7,3.0,3.75,2.2,2020-21,Bundesliga,D1
22/05/2021,Werder Bremen,M'gladbach,2,4,A,16,15,8,8,2.7,4.0,2.37,2020-21,Bundesliga,D1
22/05/2021,Wolfsburg,Mainz,2,3,A,16,14,5,8,1.6,4.2,5.25,2020-21,Bundesliga,D1
16/08/2019,Bayern Munich,Hertha,2,2,D,17,6,7,3,1.14,8.0,15.0,2019-20,Bundesliga,D1
17/08/2019,Dortmund,Augsburg,5,1,H,23,5,10,1,1.2,7.0,13.0,2019-20,Bundesliga,D1
17/08/2019,Freiburg,Mainz,3,0,H,19,19,8,5,2.25,3.25,3.4,2019-20,Bundesliga,D1
17/08/2019,Leverkusen,Paderborn,3,2,H,13,11,4,6,1.25,6.0,12.0,2019-20,Bundesliga,D1
17/08/2019,Werder Bremen,Fortuna Dusseldorf,1,3,A,23,12,10,7,1.75,3.75,4.75,2019-20,Bundesliga,D1
17/08/2019,Wolfsburg,FC Koln,2,1,H,14,11,5,2,1.95,3.5,4.0,2019-20,Bundesliga,D1
17/08/2019,M'gladbach,Schalke 04,0,0,D,16,8,4,1,2.0,3.5,3.75,2019-20,Bundesliga,D1
18/08/2019,Ein Frankfurt,Hoffenheim,1,0,H,17,10,8,1,2.25,3.6,3.0,2019-20,Bundesliga,D1
18/08/2019,Union Berlin,RB Leipzig,0,4,A,13,14,2,8,5.0,3.8,1.7,2019-20,Bundesliga,D1
23/08/2019,FC Koln,Dortmund,1,3,A,13,14,1,6,6.5,4.75,1.44,2019-20,Bundesliga,D1
24/08/2019,Augsburg,Union Berlin,1,1,D,12,13,4,1,2.2,3.4,3.3,2019-20,Bundesliga,D1
24/08/2019,Fortuna Dusseldorf,Leverkusen,1,3,A,11,11,6,7,4.75,4.0,1.7,2019-20,Bundesliga,D1
24/08/2019,Hoffenheim,Werder Bremen,3,2,H,10,18,3,6,1.85,3.6,4.2,2019-20,Bundesliga,D1
24/08/2019,Mainz,M'gladbach,1,3,A,21,15,4,6,2.9,3.4,2.4,2019-20,Bundesliga,D1
24/08/2019,Paderborn,Freiburg,1,3,A,15,9,2,4,2.37,3.5,2.9,2019-20,Bundesliga,D1
24/08/2019,Schalke 04,Bayern Munich,0,3,A,9,10,2,6,9.0,4.75,1.36,2019-20,Bundesliga,D1
25/08/2019,RB Leipzig,Ein Frankfurt,2,1,H,13,11,5,5,1.5,4.5,6.0,2019-20,Bundesliga,D1
25/08/2019,Hertha,Wolfsburg,0,3,A,8,9,2,4,2.4,3.4,2.9,2019-20,Bundesliga,D1
30/08/2019,M'gladbach,RB Leipzig,1,3,A,11,14,3,6,3.2,4.0,2.05,2019-20,Bundesliga,D1
31/08/2019,Bayern Munich,Mainz,6,1,H,19,7,10,4,1.08,11.0,26.0,2019-20,Bundesliga,D1
31/08/2019,Freiburg,FC Koln,1,2,A,14,9,1,3,2.37,3.5,3.0,2019-20,Bundesliga,D1
31/08/2019,Leverkusen,Hoffenheim,0,0,D,20,6,2,1,1.53,4.75,5.25,2019-20,Bundesliga,D1
31/08/2019,Schalke 04,Hertha,3,0,H,9,9,2,3,2.1,3.6,3.4,2019-20,Bundesliga,D1
31/08/2019,Wolfsburg,Paderborn,1,1,D,15,7,5,3,1.44,5.0,6.0,2019-20,Bundesliga,D1
31/08/2019,Union Berlin,Dortmund,3,1,H,15,13,7,2,10.0,5.75,1.28,2019-20,Bundesliga,D1
01/09/2019,Werder Bremen,Augsburg,3,2,H,15,12,5,6,1.72,4.0,4.5,2019-20,Bundesliga,D1
01/09/2019,Ein Frankfurt,Fortuna Dusseldorf,2,1,H,15,14,8,4,1.66,4.0,4.75,2019-20,Bundesliga,D1
13/09/2019,Fortuna Dusseldorf,Wolfsburg,1,1,D,12,15,3,6,3.1,3.5,2.25,2019-20,Bundesliga,D1
14/09/2019,Augsburg,Ein Frankfurt,2,1,H,9,23,6,3,3.5,3.6,2.05,2019-20,Bundesliga,D1
14/09/2019,Dortmund,Leverkusen,4,0,H,11,22,9,12,1.8,4.0,4.0,2019-20,Bundesliga,D1
14/09/2019,FC Koln,M'gladbach,0,1,A,14,15,7,4,2.5,3.5,2.7,2019-20,Bundesliga,D1
14/09/2019,Mainz,Hertha,2,1,H,14,16,5,8,2.3,3.4,3.1,2019-20,Bundesliga,D1
14/09/2019,Union Berlin,Werder Bremen,1,2,A,12,16,5,7,2.87,3.5,2.4,2019-20,Bundesliga,D1
14/09/2019,RB Leipzig,Bayern Munich,1,1,D,12,14,6,7,3.8,4.0,1.85,2019-20,Bundesliga,D1
15/09/2019,Hoffenheim,Freiburg,0,3,A,22,16,5,8,1.7,4.2,4.5,2019-20,Bundesliga,D1
15/09/2019,Paderborn,Schalke 04,1,5,A,9,18,1,11,3.1,3.5,2.25,2019-20,Bundesliga,D1
20/09/2019,Schalke 04,Mainz,2,1,H,19,14,6,3,1.61,4.2,5.0,2019-20,Bundesliga,D1
21/09/2019,Bayern Munich,FC Koln,4,0,H,24,16,5,2,1.11,10.0,21.0,2019-20,Bundesliga,D1
21/09/2019,Freiburg,Augsburg,1,1,D,17,12,5,2,1.9,3.75,3.8,2019-20,Bundesliga,D1
21/09/2019,Hertha,Paderborn,2,1,H,6,17,4,8,1.7,4.0,4.75,2019-20,Bundesliga,D1
21/09/2019,Leverkusen,Union Berlin,2,0,H,20,4,7,0,1.36,5.5,7.5,2019-20,Bundesliga,D1
21/09/2019,Werder Bremen,RB Leipzig,0,3,A,11,14,1,7,4.2,4.2,1.72,2019-20,Bundesliga,D1
22/09/2019,M'gladbach,Fortuna Dusseldorf,2,1,H,23,18,11,4,1.66,4.0,5.0,2019-20,Bundesliga,D1
22/09/2019,Ein Frankfurt,Dortmund,2,2,D,17,15,3,7,4.33,4.0,1.75,2019-20,Bundesliga,D1
23/09/2019,Wolfsburg,Hoffenheim,1,1,D,12,11,4,5,1.95,3.75,3.75,2019-20,Bundesliga,D1
27/09/2019,Union Berlin,Ein Frankfurt,1,2,A,12,14,5,6,3.0,3.5,2.3,2019-20,Bundesliga,D1
28/09/2019,Augsburg,Leverkusen,0,3,A,8,11,1,5,5.0,4.5,1.6,2019-20,Bundesliga,D1
28/09/2019,Hoffenheim,M'gladbach,0,3,A,17,11,4,5,2.5,3.5,2.75,2019-20,Bundesliga,D1
28/09/2019,Mainz,Wolfsburg,0,1,A,15,4,5,3,2.9,3.5,2.37,2019-20,Bundesliga,D1
28/09/2019,Paderborn,Bayern Munich,2,3,A,10,18,5,6,15.0,10.0,1.14,2019-20,Bundesliga,D1
28/09/2019,RB Leipzig,Schalke 04,1,3,A,17,13,6,8,1.53,4.33,6.0,2019-20,Bundesliga,D1
28/09/2019,Dortmund,Werder Bremen,2,2,D,19,11,7,5,1.25,6.5,11.0,2019-20,Bundesliga,D1
29/09/2019,Fortuna Dusseldorf,Freiburg,1,2,A,17,9,7,3,2.37,3.4,2.87,2019-20,Bundesliga,D1
29/09/2019,FC Koln,Hertha,0,4,A,8,10,3,6,2.15,3.6,3.3,2019-20,Bundesliga,D1
04/10/2019,Hertha,Fortuna Dusseldorf,3,1,H,16,9,3,3,1.65,4.0,4.75,2019-20,Bundesliga,D1
05/10/2019,Bayern Munich,Hoffenheim,1,2,A,20,8,4,5,1.11,9.0,26.0,2019-20,Bundesliga,D1
05/10/2019,Freiburg,Dortmund,2,2,D,6,8,1,4,5.75,4.2,1.57,2019-20,Bundesliga,D1
05/10/2019,Leverkusen,RB Leipzig,1,1,D,11,11,8,5,2.25,3.5,3.1,2019-20,Bundesliga,D1
05/10/2019,Paderborn,Mainz,1,2,A,16,18,7,7,2.5,3.5,2.8,2019-20,Bundesliga,D1
05/10/2019,Schalke 04,FC Koln,1,1,D,15,9,3,5,1.57,4.33,5.5,2019-20,Bundesliga,D1
06/10/2019,M'gladbach,Augsburg,5,1,H,13,13,9,3,1.5,4.33,6.5,2019-20,Bundesliga,D1
06/10/2019,Wolfsburg,Union Berlin,1,0,H,13,14,4,3,1.66,4.0,5.0,2019-20,Bundesliga,D1
06/10/2019,Ein Frankfurt,Werder Bremen,2,2,D,24,11,7,5,2.1,3.6,3.4,2019-20,Bundesliga,D1
18/10/2019,Ein Frankfurt,Leverkusen,3,0,H,10,19,5,10,2.75,3.9,2.3,2019-20,Bundesliga,D1
19/10/2019,Augsburg,Bayern Munich,2,2,D,9,24,7,9,15.0,8.0,1.16,2019-20,Bundesliga,D1
19/10/2019,Fortuna Dusseldorf,Mainz,1,0,H,20,7,4,1,2.55,3.4,2.62,2019-20,Bundesliga,D1
19/10/2019,RB Leipzig,Wolfsburg,1,1,D,13,14,5,6,1.53,4.5,5.75,2019-20,Bundesliga,D1
19/10/2019,Union Berlin,Freiburg,2,0,H,18,12,5,4,2.5,3.5,2.7,2019-20,Bundesliga,D1
19/10/2019,Werder Bremen,Hertha,1,1,D,15,11,5,2,2.1,3.75,3.2,2019-20,Bundesliga,D1
19/10/2019,Dortmund,M'gladbach,1,0,H,20,13,7,3,1.44,5.0,6.5,2019-20,Bundesliga,D1
20/10/2019,FC Koln,Paderborn,3,0,H,16,9,6,1,1.65,4.5,4.33,2019-20,Bundesliga,D1
20/10/2019,Hoffenheim,Schalke 04,2,0,H,9,11,3,1,2.75,3.4,2.55,2019-20,Bundesliga,D1
25/10/2019,Mainz,FC Koln,3,1,H,18,16,6,8,2.5,3.6,2.62,2019-20,Bundesliga,D1
26/10/2019,Bayern Munich,Union Berlin,2,1,H,21,6,10,4,1.09,12.0,19.0,2019-20,Bundesliga,D1
26/10/2019,Freiburg,RB Leipzig,2,1,H,14,25,3,6,4.0,3.8,1.85,2019-20,Bundesliga,D1
26/10/2019,Hertha,Hoffenheim,2,3,A,13,17,4,8,2.05,3.6,3.6,2019-20,Bundesliga,D1
26/10/2019,Paderborn,Fortuna Dusseldorf,2,0,H,14,18,6,4,2.37,3.75,2.7,2019-20,Bundesliga,D1
26/10/2019,Schalke 04,Dortmund,0,0,D,13,8,3,3,3.1,3.6,2.2,2019-20,Bundesliga,D1
26/10/2019,Leverkusen,Werder Bremen,2,2,D,21,10,4,3,1.57,4.33,5.5,2019-20,Bundesliga,D1
27/10/2019,Wolfsburg,Augsburg,0,0,D,14,10,3,5,1.57,4.33,5.5,2019-20,Bundesliga,D1
27/10/2019,M'gladbach,Ein Frankfurt,4,2,H,12,15,7,3,1.83,4.0,3.75,2019-20,Bundesliga,D1
01/11/2019,Hoffenheim,Paderborn,3,0,H,12,9,7,2,1.4,4.75,7.0,2019-20,Bundesliga,D1
02/11/2019,Dortmund,Wolfsburg,3,0,H,17,12,8,3,1.5,4.5,6.5,2019-20,Bundesliga,D1
02/11/2019,Ein Frankfurt,Bayern Munich,5,1,H,17,7,11,3,6.5,5.25,1.4,2019-20,Bundesliga,D1
02/11/2019,Leverkusen,M'gladbach,1,2,A,23,11,6,6,1.95,3.9,3.5,2019-20,Bundesliga,D1
02/11/2019,RB Leipzig,Mainz,8,0,H,19,10,12,2,1.33,5.25,8.0,2019-20,Bundesliga,D1
02/11/2019,Werder Bremen,Freiburg,2,2,D,20,13,10,3,1.85,3.8,3.8,2019-20,Bundesliga,D1
02/11/2019,Union Berlin,Hertha,1,0,H,16,8,6,3,2.87,3.3,2.5,2019-20,Bundesliga,D1
03/11/2019,Fortuna Dusseldorf,FC Koln,2,0,H,9,8,3,1,2.8,3.4,2.5,2019-20,Bundesliga,D1
03/11/2019,Augsburg,Schalke 04,2,3,A,12,11,4,3,4.0,3.6,1.85,2019-20,Bundesliga,D1
08/11/2019,FC Koln,Hoffenheim,1,2,A,11,15,3,5,2.5,3.6,2.7,2019-20,Bundesliga,D1
09/11/2019,Hertha,RB Leipzig,2,4,A,7,10,3,7,4.2,4.0,1.8,2019-20,Bundesliga,D1
09/11/2019,Mainz,Union Berlin,2,3,A,18,14,5,4,2.15,3.4,3.5,2019-20,Bundesliga,D1
09/11/2019,Paderborn,Augsburg,0,1,A,12,13,4,5,2.62,3.75,2.5,2019-20,Bundesliga,D1
09/11/2019,Schalke 04,Fortuna Dusseldorf,3,3,D,12,9,5,5,1.5,4.2,7.0,2019-20,Bundesliga,D1
09/11/2019,Bayern Munich,Dortmund,4,0,H,17,2,5,0,1.53,4.75,5.5,2019-20,Bundesliga,D1
10/11/2019,M'gladbach,Werder Bremen,3,1,H,17,16,7,7,1.72,4.1,4.33,2019-20,Bundesliga,D1
10/11/2019,Wolfsburg,Leverkusen,0,2,A,9,9,1,4,2.87,3.6,2.37,2019-20,Bundesliga,D1
10/11/2019,Freiburg,Ein Frankfurt,1,0,H,13,17,7,6,2.7,3.6,2.5,2019-20,Bundesliga,D1
22/11/2019,Dortmund,Paderborn,3,3,D,18,10,7,4,1.14,9.0,15.0,2019-20,Bundesliga,D1
23/11/2019,Ein Frankfurt,Wolfsburg,0,2,A,17,9,9,6,2.0,3.6,3.6,2019-20,Bundesliga,D1
23/11/2019,Fortuna Dusseldorf,Bayern Munich,0,4,A,12,18,1,5,13.0,8.0,1.18,2019-20,Bundesliga,D1
23/11/2019,Leverkusen,Freiburg,1,1,D,27,7,9,2,1.45,4.75,6.5,2019-20,Bundesliga,D1
23/11/2019,Union Berlin,M'gladbach,2,0,H,11,12,6,2,3.6,3.6,2.05,2019-20,Bundesliga,D1
23/11/2019,Werder Bremen,Schalke 04,1,2,A,16,10,5,5,2.45,3.5,2.8,2019-20,Bundesliga,D1
23/11/2019,RB Leipzig,FC Koln,4,1,H,20,6,8,1,1.33,5.75,7.5,2019-20,Bundesliga,D1
24/11/2019,Augsburg,Hertha,4,0,H,14,5,5,1,2.62,3.5,2.62,2019-20,Bundesliga,D1
24/11/2019,Hoffenheim,Mainz,1,5,A,22,11,8,5,1.65,4.33,4.75,2019-20,Bundesliga,D1
29/11/2019,Schalke 04,Union Berlin,2,1,H,17,17,8,7,1.66,4.0,4.75,2019-20,Bundesliga,D1
30/11/2019,FC Koln,Augsburg,1,1,D,13,11,6,4,1.95,4.0,3.5,2019-20,Bundesliga,D1
30/11/2019,Hertha,Dortmund,1,2,A,13,7,3,5,4.0,4.0,1.8,2019-20,Bundesliga,D1
30/11/2019,Hoffenheim,Fortuna Dusseldorf,1,1,D,12,11,6,3,1.7,3.8,5.0,2019-20,Bundesliga,D1
30/11/2019,Paderborn,RB Leipzig,2,3,A,8,18,4,6,6.5,5.5,1.36,2019-20,Bundesliga,D1
30/11/2019,Bayern Munich,Leverkusen,1,2,A,24,11,11,7,1.28,6.0,8.5,2019-20,Bundesliga,D1
01/12/2019,M'gladbach,Freiburg,4,2,H,22,13,13,5,1.53,4.2,6.0,2019-20,Bundesliga,D1
01/12/2019,Wolfsburg,Werder Bremen,2,3,A,19,10,6,3,2.15,3.75,3.0,2019-20,Bundesliga,D1
